@relation mushroom

@attribute att1 {1,2,3,4,6,5}
@attribute att2 {1,2,3,4}
@attribute att3 {5,6,4,7,3,1,10,2,8,9}
@attribute att4 {2,1}
@attribute att5 {4,5,2,7,1,3,9,8,6}
@attribute att6 {1,2}
@attribute att7 {1,2}
@attribute att8 {1,2}
@attribute att9 {6,5,3,7,8,4,11,2,12,9,1,10}
@attribute att10 {1,2}
@attribute att11 {3,1,2,4}
@attribute att12 {1,2,3,4}
@attribute att13 {1,2,4,3}
@attribute att14 {5,4,8,3,7,6,1,2,9}
@attribute att15 {5,8,4,6,3,7,1,9,2}
@attribute att16 {1}
@attribute att17 {3,1,2,5}
@attribute att18 {2,3,1}
@attribute att19 {4,1,2,3,5}
@attribute att20 {4,3,7,8,2,5,9,1,6}
@attribute att21 {3,1,4,5,6,2}
@attribute att22 {4,2,5,1,6,7,3}
@attribute att23 {1,2}

@data
2,1,6,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,1,7,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,1,6,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,1,2,1
4,1,7,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,3,6,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,1,6,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,1,6,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,3,6,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,1,2,1
4,3,6,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,4,1,2,1
2,2,6,2,5,1,1,1,6,2,2,1,1,4,8,1,3,2,4,4,5,1,1
2,3,7,2,5,1,1,1,6,2,2,1,1,5,5,1,3,2,4,4,6,1,1
4,1,5,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,1,2,1
2,1,5,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,3,7,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,3,4,2,1
4,1,5,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,4,1,2,1
2,1,5,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,3,1,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,4,8,1,3,2,4,4,6,1,1
4,1,5,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,1,2,1
4,3,6,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,3,1,2,1
2,1,5,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,2,3,2,5,1,1,1,6,2,2,1,1,8,5,1,3,2,4,4,5,1,1
4,1,6,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,1,5,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,4,2,1
4,3,7,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,4,1,2,1
2,3,5,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,3,4,2,1
2,3,7,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,3,5,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,4,2,1
2,1,5,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,3,4,2,1
4,1,5,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,4,4,2,1
1,2,4,2,2,1,1,1,7,1,3,1,1,5,5,1,3,2,4,3,3,4,1
2,1,6,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,3,5,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,1,7,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,4,4,2,1
2,3,7,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,1,2,1
4,3,6,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,3,1,2,1
4,1,6,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,5,4,1,3,2,4,3,5,1,1
4,1,5,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,3,7,2,5,1,1,1,6,2,2,1,1,4,4,1,3,2,4,3,6,1,1
2,3,6,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,4,1,2,1
2,3,5,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,1,6,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,4,1,2,1
2,3,7,2,5,1,1,1,11,2,2,1,1,4,8,1,3,2,4,4,6,1,1
2,1,6,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,2,4,2,2,1,1,1,7,1,4,1,4,5,5,1,3,2,4,3,4,6,1
4,1,5,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,1,5,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,3,6,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,3,1,2,1
4,1,5,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,3,7,2,5,1,1,1,6,2,2,1,1,5,5,1,3,2,4,4,5,1,1
4,1,6,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,1,6,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,4,2,1
4,3,7,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,4,4,2,1
4,1,5,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,4,2,1
4,1,5,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,1,2,1
4,1,6,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,4,4,2,1
4,3,5,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,4,2,1
4,1,7,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,1,2,1
2,3,6,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,4,1,2,1
1,2,4,2,4,1,1,1,5,1,3,1,1,5,5,1,3,2,4,3,3,2,1
4,3,7,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,4,2,1
4,1,6,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,4,4,2,1
2,3,7,2,5,1,1,1,6,2,2,1,1,5,4,1,3,2,4,3,5,1,1
1,1,4,2,4,1,1,1,6,1,3,1,1,5,5,1,3,2,4,3,4,4,1
2,1,5,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,3,4,2,1
4,3,7,2,5,1,1,1,6,2,2,1,1,5,8,1,3,2,4,4,5,1,1
4,3,5,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,1,7,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,1,7,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,1,2,1
1,1,4,2,4,1,1,1,3,1,3,1,1,5,5,1,3,2,4,3,3,2,1
4,1,6,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,1,2,1
2,1,6,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,3,6,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,3,4,2,1
2,3,6,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,3,4,2,1
4,1,5,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,3,6,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,1,5,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,3,1,2,1
2,3,7,2,5,1,1,1,6,2,2,1,1,8,4,1,3,2,4,3,5,1,1
2,1,7,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,1,2,1
2,3,3,2,5,1,1,1,11,2,2,1,1,5,8,1,3,2,4,4,5,1,1
2,2,4,2,2,1,1,1,6,1,3,1,1,5,5,1,3,2,4,4,3,2,1
4,3,5,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,1,5,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,1,2,1
4,3,7,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,3,6,2,5,1,1,1,6,2,2,1,1,5,4,1,3,2,4,4,5,1,1
4,1,5,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,4,2,1
4,3,5,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,1,5,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,3,4,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,4,5,1,3,2,4,4,5,1,1
2,2,6,2,5,1,1,1,11,2,2,1,1,5,8,1,3,2,4,4,6,1,1
2,2,6,2,5,1,1,1,8,2,2,1,1,5,4,1,3,2,4,4,6,1,1
4,1,7,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,4,2,1
4,1,5,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,4,4,2,1
4,1,7,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,1,2,1
2,1,7,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,3,1,2,1
4,3,5,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,3,1,2,1
2,3,7,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,3,4,2,1
4,3,5,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,3,7,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,1,5,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,4,2,1
4,3,7,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,3,5,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,1,5,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,3,7,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,3,5,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,3,6,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,1,2,1
4,1,7,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,3,6,2,5,1,1,1,6,2,2,1,1,4,4,1,3,2,4,3,6,1,1
4,3,5,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,3,7,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,3,4,2,1
2,1,7,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,3,4,2,1
2,3,5,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,3,4,2,1
1,1,4,2,4,1,1,1,3,1,3,1,1,5,5,1,3,2,4,3,4,2,1
4,3,5,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,4,2,1
4,3,7,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,3,4,2,1
4,3,7,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,3,4,2,1
4,1,7,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,4,1,2,1
4,1,7,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,1,2,1
4,1,6,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,3,1,2,1
2,3,6,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,3,1,2,1
4,3,7,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,4,4,2,1
2,3,6,2,5,1,1,1,7,2,2,1,1,5,8,1,3,2,4,4,6,1,1
2,3,7,2,5,1,1,1,8,2,2,1,1,4,8,1,3,2,4,3,6,1,1
2,3,7,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,3,6,2,5,1,1,1,7,2,2,1,1,4,5,1,3,2,4,3,5,1,1
2,1,5,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,4,2,1
4,1,5,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,3,1,2,1
2,1,5,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,3,4,2,1
4,3,6,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,5,8,1,3,2,4,4,5,1,1
2,1,5,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,1,7,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,3,4,2,1
4,1,6,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,4,2,1
4,1,7,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,4,2,1
4,2,4,2,2,1,1,1,8,1,4,1,4,5,5,1,3,2,4,4,5,2,1
2,3,6,2,5,1,1,1,6,2,2,1,1,4,8,1,3,2,4,3,5,1,1
4,1,6,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,1,6,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,4,1,2,1
2,1,5,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,3,1,2,1
2,1,5,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,1,6,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,1,7,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,4,2,1
2,3,7,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,3,4,2,1
4,1,7,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,3,4,2,1
4,1,7,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,1,2,1
2,3,5,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,3,5,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,3,7,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,2,5,2,4,1,1,1,3,1,3,1,1,5,5,1,3,2,4,4,4,4,1
2,1,7,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,1,2,1
2,1,6,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,4,4,2,1
4,1,5,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,3,1,2,1
2,1,5,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,3,7,2,5,1,1,1,6,2,2,1,1,4,8,1,3,2,4,4,6,1,1
4,3,6,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,4,2,1
2,1,6,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,1,2,1
4,3,7,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,1,2,1
4,1,7,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,4,4,2,1
2,1,6,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,3,4,2,1
4,2,7,2,4,1,1,1,6,1,4,1,4,5,5,1,3,2,4,3,4,6,1
2,1,7,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,5,5,1,3,2,4,3,6,1,1
2,3,7,2,5,1,1,1,11,2,2,1,1,4,8,1,3,2,4,3,5,1,1
1,2,5,2,4,1,1,1,3,1,3,1,1,5,5,1,3,2,4,3,3,4,1
4,3,5,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,1,5,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,4,4,2,1
2,3,7,2,5,1,1,1,6,2,2,1,1,4,8,1,3,2,4,3,5,1,1
2,1,7,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,3,1,2,1
4,3,7,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,3,4,2,1
4,3,7,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,1,7,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,3,4,2,1
4,3,6,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,3,7,2,5,1,1,1,6,2,2,1,1,8,4,1,3,2,4,3,6,1,1
4,1,6,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,4,4,2,1
4,3,7,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,3,1,2,1
2,3,7,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,1,2,1
2,1,6,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,3,1,2,1
4,3,5,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,3,4,2,1
2,1,5,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,3,7,2,5,1,1,1,6,2,2,1,1,8,8,1,3,2,4,4,5,1,1
2,1,7,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,4,4,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,5,4,1,3,2,4,4,6,1,1
2,1,5,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,3,4,2,1
4,1,5,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,1,5,2,2,1,2,2,6,2,2,1,1,5,5,1,3,2,4,7,6,1,1
2,3,7,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,2,6,2,5,1,1,1,8,2,2,1,1,4,5,1,3,2,4,3,6,1,1
2,3,7,2,5,1,1,1,6,2,2,1,1,4,4,1,3,2,4,4,5,1,1
2,1,4,2,2,1,2,2,8,2,2,1,1,5,5,1,3,2,4,7,6,1,1
4,3,6,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,3,1,2,1
2,1,7,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,3,4,2,1
2,2,3,2,5,1,1,1,11,2,2,1,1,4,5,1,3,2,4,4,5,1,1
4,1,6,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,3,1,2,1
4,3,5,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,3,6,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,1,2,1
4,3,7,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,4,2,1
4,1,7,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,3,1,2,1
2,3,5,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,1,2,1
2,3,5,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,4,4,2,1
4,1,7,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,1,2,1
2,1,7,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,3,6,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,3,4,2,1
2,1,7,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,2,4,2,4,1,1,1,6,1,4,1,4,5,5,1,3,2,4,3,5,2,1
2,3,5,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,3,1,2,1
4,1,5,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,3,4,2,1
2,1,7,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,4,4,2,1
4,3,6,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,3,4,2,1
4,1,7,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,1,6,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,3,6,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,3,7,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,3,4,2,1
4,1,6,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,1,5,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,3,7,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,3,6,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,3,4,2,1
4,3,7,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,4,1,2,1
1,2,4,2,2,1,1,1,6,1,3,1,1,5,5,1,3,2,4,3,3,4,1
4,3,6,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,4,4,2,1
2,3,6,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,3,1,2,1
4,3,5,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,1,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,8,8,1,3,2,4,4,5,1,1
2,3,7,2,5,1,1,1,8,2,2,1,1,8,4,1,3,2,4,4,5,1,1
2,3,7,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,4,1,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,5,8,1,3,2,4,3,5,1,1
2,3,5,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,1,6,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,3,4,2,1
4,1,7,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,3,1,2,1
2,2,4,2,2,1,1,1,3,1,3,1,1,5,5,1,3,2,4,3,4,4,1
2,3,5,2,2,1,2,2,8,2,2,1,1,5,5,1,3,2,4,7,6,1,1
4,3,6,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,1,2,1
4,3,7,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,3,7,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,4,4,2,1
1,2,4,2,2,1,1,1,3,1,3,1,1,5,5,1,3,2,4,3,4,2,1
2,3,7,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,3,4,2,1
2,2,5,2,4,1,1,1,6,1,3,1,1,5,5,1,3,2,4,4,4,2,1
4,1,5,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,1,5,1,5,1,2,1,5,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,3,7,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,1,7,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,4,1,2,1
2,1,7,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,2,7,2,5,1,1,1,7,2,2,1,1,5,5,1,3,2,4,4,5,1,1
4,1,6,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,3,4,2,1
2,2,4,2,2,1,1,1,3,1,3,1,1,5,5,1,3,2,4,3,3,4,1
2,1,5,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,3,1,2,1
4,1,5,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,4,2,1
4,1,6,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,3,4,2,1
4,3,6,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,1,6,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,3,1,2,1
2,1,6,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,4,4,2,1
4,1,5,1,5,1,2,1,8,2,1,1,1,5,5,1,3,2,1,3,4,2,1
2,3,5,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,3,1,2,1
2,1,7,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,3,1,2,1
2,3,5,1,5,1,2,1,8,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,3,5,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,3,1,2,1
2,2,3,2,5,1,1,1,11,2,2,1,1,4,4,1,3,2,4,3,5,1,1
4,3,6,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,3,4,2,1
2,2,4,2,2,1,1,1,7,1,4,1,4,5,5,1,3,2,4,3,5,2,1
2,3,7,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,1,2,1
4,3,7,1,5,1,2,1,5,2,1,2,2,5,5,1,3,2,1,3,1,2,1
1,1,5,2,4,1,1,1,3,1,3,1,1,5,5,1,3,2,4,3,3,4,1
4,1,6,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,1,2,1
4,3,5,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,3,1,2,1
4,3,7,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,1,2,1
2,1,7,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,4,1,2,1
1,2,4,2,2,1,1,1,7,1,3,1,1,5,5,1,3,2,4,3,3,2,1
4,1,6,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,1,7,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,3,6,1,5,1,2,1,4,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,1,6,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,3,7,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,3,1,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,8,4,1,3,2,4,4,6,1,1
1,2,5,2,4,1,1,1,3,1,3,1,1,5,5,1,3,2,4,4,3,4,1
2,3,6,2,5,1,1,1,6,2,2,1,1,4,5,1,3,2,4,4,6,1,1
2,1,5,1,5,1,2,1,4,2,1,1,1,5,5,1,3,2,1,4,1,2,1
4,1,7,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,4,1,2,1
4,3,7,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,3,5,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,3,7,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,4,1,2,1
4,1,7,1,5,1,2,1,6,2,1,2,2,5,5,1,3,2,1,4,4,2,1
2,1,4,2,4,1,1,1,3,1,3,1,1,5,5,1,3,2,4,3,4,2,1
4,1,5,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,1,2,1
2,1,5,1,5,1,2,1,5,2,1,2,1,5,5,1,3,2,1,3,4,2,1
4,3,6,1,5,1,2,1,6,2,1,1,2,5,5,1,3,2,1,3,1,2,1
4,3,5,1,5,1,2,1,6,2,1,1,1,5,5,1,3,2,1,3,1,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,8,5,1,3,2,4,3,6,1,1
2,3,6,1,5,1,2,1,5,2,1,1,2,5,5,1,3,2,1,3,4,2,1
4,1,6,1,5,1,2,1,4,2,1,1,2,5,5,1,3,2,1,3,4,2,1
2,3,7,2,5,1,1,1,8,2,2,1,1,4,4,1,3,2,4,4,6,1,1
2,3,7,1,5,1,2,1,8,2,1,2,1,5,5,1,3,2,1,4,4,2,1
2,2,4,2,2,1,1,1,6,1,4,1,4,5,5,1,3,2,4,4,4,6,1
4,3,5,1,5,1,2,1,4,2,1,2,2,5,5,1,3,2,1,3,4,2,1
4,1,5,1,5,1,2,1,8,2,1,1,2,5,5,1,3,2,1,4,1,2,1
2,3,6,1,5,1,2,1,6,2,1,2,1,5,5,1,3,2,1,4,4,2,1
