@relation german-weka.filters.unsupervised.instance.Randomize-S9-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute class {p,m}

@data
-0.112325,0.305896,-0.123093,-0.025206,0.132147,-0.171057,-0.281425,0.22465,-0.235663,-0.074394,-0.408678,0.381759,-0.119422,0.112815,0.032792,-0.172526,0.411125,-0.104739,0.296108,-0.047965,p
-0.316765,-0.187018,-0.127466,-0.032437,-0.126959,-0.177135,-0.291424,0.232632,-0.244036,-0.077037,-0.423198,0.154835,-0.30156,0.116823,-0.443471,-0.178655,0.037252,-0.10846,-0.208558,-0.049669,p
-0.381656,-0.022899,-0.153578,-0.039082,-0.114497,0.558745,0.155716,0.280288,0.137091,-0.092819,0.320591,0.186554,0.092819,0.140755,0.040914,-0.215254,0.044883,-0.130679,0.369443,-0.059844,p
-0.317562,0.002032,-0.127787,-0.026167,-0.059956,-0.177581,-0.292157,0.233217,-0.24465,-0.077231,0.266752,-0.086631,-0.168435,0.117117,-0.444587,-0.179105,0.426803,-0.108733,0.3074,-0.049794,p
-0.065799,-0.153388,-0.072107,-0.014765,-0.094327,-0.100204,-0.045586,0.131599,0.064366,0.556212,-0.109809,-0.184926,-0.032111,0.066086,0.019209,-0.101064,0.021073,-0.061355,-0.11798,0.731103,p
-0.096183,-0.154648,0.280796,-0.026822,0.025565,-0.146475,0.280796,-0.368807,0.094088,-0.063703,0.220027,0.128035,-0.138931,0.096602,-0.366712,0.578357,0.030804,-0.089687,0.253555,-0.041072,p
0.279207,0.063501,-0.124284,-0.02545,-0.003163,0.13985,0.331095,0.005955,-0.588063,-0.075114,-0.189267,0.150969,-0.207305,0.113906,0.033109,-0.174195,0.415104,-0.105753,0.298973,-0.048429,p
-0.140145,0.078469,-0.15358,-0.054348,0.026044,-0.020304,0.155717,-0.265635,0.137092,-0.092819,0.042746,0.186555,0.065951,-0.723625,0.040914,0.314487,0.044883,-0.13068,0.369446,-0.059844,p
0.303208,0.268325,0.359556,-0.041054,0.378339,-0.18756,0.136846,0.006467,0.120478,-0.081571,-0.205537,0.163947,-0.01288,0.123698,0.035956,0.276375,0.450787,-0.114843,0.324674,-0.052592,p
0.363001,-0.237075,-0.161584,-0.041119,-0.193065,-0.224547,-0.102154,0.294898,0.144237,-0.097657,-0.24607,-0.414399,0.407974,0.148091,0.043046,-0.226474,0.047222,-0.137491,-0.26438,-0.062963,p
0.367711,-0.240151,0.436047,-0.009437,-0.296447,-0.22746,-0.10348,0.298725,0.146108,-0.098924,-0.249263,0.198825,-0.101527,0.150013,0.043605,0.335171,0.047835,-0.139275,-0.267811,-0.06378,p
-0.421201,-0.248677,-0.169491,-0.043131,-0.192742,-0.235536,-0.107154,-0.293156,0.151295,-0.102436,-0.258112,-0.43468,-0.253058,0.155339,0.045153,-0.237557,0.049533,-0.144219,-0.277319,-0.066044,p
0.288478,-0.31656,0.342089,-0.045442,-0.262949,-0.016977,-0.081182,0.234356,-0.245844,-0.077608,0.268055,0.155982,0.370171,0.117689,0.034209,0.262949,-0.3523,-0.109264,-0.210104,-0.050037,p
0.270092,-0.176397,0.320286,-0.030595,-0.170421,-0.167075,-0.274873,-0.207947,-0.230176,-0.072662,0.250971,-0.081506,-0.284433,0.110188,-0.418284,0.24619,-0.329847,-0.1023,-0.196713,-0.046848,p
-0.117248,-0.061562,-0.128488,-0.039083,-0.044447,-0.178554,-0.081231,-0.449579,0.475123,-0.077655,0.035762,0.156075,-0.326966,0.117759,-0.447024,-0.180087,0.03755,-0.109329,0.309085,-0.050067,p
-0.14355,-0.230805,-0.15731,-0.032213,-0.037842,-0.218608,0.1595,-0.272088,-0.301173,-0.095074,-0.522283,-0.40344,-0.234871,0.144175,0.041908,-0.220485,0.045973,-0.133855,-0.257389,-0.061298,p
0.302865,-0.332347,-0.134815,-0.027606,-0.159205,-0.187347,0.136691,0.006459,0.120342,-0.081479,-0.205305,-0.091395,0.36451,0.123558,0.035915,-0.188955,0.039399,0.624491,-0.220582,-0.052532,p
0.414029,0.094164,-0.184298,-0.037739,-0.128239,-0.256112,0.186863,0.336353,0.164512,-0.111385,-0.28066,0.223869,-0.242921,0.168909,0.049097,-0.25831,0.05386,-0.156818,0.44334,-0.071814,p
0.317278,0.07216,-0.141231,-0.049978,-0.201036,-0.196263,-0.322894,0.257753,0.522245,-0.085356,-0.215075,-0.362202,-0.186155,0.129438,0.037624,-0.197948,0.041274,-0.120173,-0.231079,-0.055032,p
-0.364921,-0.070357,-0.146844,-0.030069,-0.091376,-0.204064,-0.335727,0.267998,-0.281135,-0.088749,-0.487534,0.178373,-0.219244,-0.279383,0.03912,-0.205815,0.042915,-0.124949,-0.240264,-0.05722,p
0.314613,0.071554,-0.140044,-0.035638,-0.020631,0.157585,0.373081,0.255588,0.12501,-0.084639,0.038979,0.434333,-0.086867,0.128351,-0.487232,-0.196285,0.040928,-0.119163,0.336886,-0.05457,p
0.267237,-0.293251,0.3169,-0.024359,-0.143788,-0.165308,0.120611,-0.416227,-0.227743,-0.071894,-0.181153,0.144497,-0.238858,0.109023,-0.413862,0.243588,0.034764,-0.101219,0.286156,-0.046353,p
-0.2875,-0.2852,-0.11569,-0.04094,-0.21252,-0.16077,-0.2645,0.005543,0.10327,-0.06992,0.2415,-0.2967,0.11017,0.10603,0.03082,-0.16215,-0.3174,0.5359,0.2783,-0.04508,p
-0.13372,0.074871,0.39038,-0.030007,-0.157609,-0.203639,0.39038,0.26744,0.130807,-0.088564,-0.223158,-0.099343,0.317548,0.134302,0.039038,0.300068,-0.402033,-0.124689,-0.239763,-0.0571,p
0.18108,-0.118263,-0.080605,0.007371,-0.124673,-0.112013,-0.050959,-0.139416,0.298061,-0.048715,-0.12275,-0.20672,-0.134448,0.073874,0.021473,-0.112975,0.023556,-0.068586,0.1939,0.817264,p
0.369922,-0.078895,0.438668,-0.033719,-0.170557,-0.228828,-0.104102,0.300521,0.146987,-0.099519,-0.250761,0.20002,-0.330638,0.150915,0.043867,0.337185,0.048123,-0.140112,-0.269421,-0.064163,p
-0.23298,0.23298,-0.093751,-0.033176,-0.001472,-0.130283,0.095056,-0.162154,0.083687,-0.056661,0.195703,0.290759,0.056661,-0.441731,0.376496,-0.131401,0.313125,0.434275,0.225525,-0.036531,p
0.354797,-0.075669,0.420732,-0.055888,-0.249614,-0.219472,-0.099845,0.288233,-0.302362,-0.09545,0.043957,-0.405033,0.012528,0.144744,0.042073,0.323399,0.046155,-0.134383,-0.258405,-0.06154,p
0.213975,-0.265102,0.25374,-0.019504,-0.115887,-0.132361,0.096573,-0.164742,0.085022,-0.057565,-0.316228,-0.244272,0.107366,0.087294,0.025374,0.522629,-0.261315,0.441205,-0.155842,-0.037114,p
0.224915,-0.246809,-0.100117,-0.035429,0.017396,-0.139129,-0.063295,-0.173164,0.089369,0.772274,0.027866,-0.067872,-0.166994,0.091757,-0.348319,-0.140323,0.029259,-0.085189,-0.16381,-0.039012,p
-0.184938,-0.109188,0.198254,-0.026335,-0.060216,-0.103418,-0.047048,0.003566,0.06643,-0.044977,-0.11333,-0.190856,0.044977,0.068205,-0.258914,0.152389,-0.204172,0.344725,-0.121763,0.754548,p
-0.219176,0.263011,0.234957,-0.022444,0.676816,0.320874,0.089424,0.160963,0.078728,-0.053304,0.184108,-0.059791,-0.085566,0.080832,0.023496,0.180601,0.294573,-0.075046,0.212162,-0.034367,p
0.498439,0.113362,0.185261,-0.05646,0.137622,-0.029333,-0.140269,-0.383754,0.198052,-0.134093,0.061754,-0.150414,-0.021173,0.203345,0.059107,0.454329,0.064841,-0.188789,-0.363022,-0.086455,p
-0.123932,-0.199263,-0.135812,-0.048061,-0.186843,0.324005,0.361805,0.247863,0.121232,-0.082081,0.283504,-0.348305,0.437406,0.124472,0.036181,-0.190353,0.039691,-0.115562,0.326705,-0.052921,p
0.365325,0.484944,-0.162618,-0.049464,-0.080501,0.182986,-0.102808,0.296786,0.14516,-0.098282,0.339461,0.197534,-0.326529,0.14904,0.043322,-0.227924,0.047525,-0.138371,-0.266073,-0.063366,p
-0.111002,-0.178473,0.324057,-0.043046,-0.198304,-0.169042,0.123335,-0.210395,0.108583,-0.073517,0.033857,-0.311965,0.244252,0.111485,0.032406,0.249089,-0.33373,0.563472,-0.199029,-0.047399,p
0.291636,-0.126462,0.345834,-0.033035,0.006555,-0.180401,-0.082071,0.236922,0.11588,-0.078458,-0.197693,0.402612,-0.17111,0.118977,0.521331,-0.18195,0.037938,-0.11046,0.312283,-0.050585,p
0.086487,0.066152,-0.129473,-0.026512,-0.172717,-0.017117,0.344918,0.236295,-0.247878,-0.07825,-0.19717,0.401547,0.259976,0.118662,0.519952,-0.181468,0.037838,-0.110168,0.311456,-0.050451,p
0.286575,-0.314472,-0.127564,-0.032462,-0.155207,0.304328,-0.080647,0.232811,-0.603583,-0.077096,-0.194263,-0.327152,-0.056808,0.116913,0.033983,-0.178793,0.03728,-0.108544,-0.208718,-0.049707,p
0.350397,-0.384507,-0.155973,-0.039691,-0.032249,0.175509,-0.098607,-0.545752,0.139229,-0.094266,-0.237526,0.189463,-0.096747,0.14295,0.041552,-0.218611,0.045583,-0.132717,0.375204,-0.060777,p
0.228679,-0.25094,-0.28939,-0.020844,-0.109078,0.114542,0.271177,-0.176063,0.090864,-0.061521,0.212489,-0.069008,0.16817,-0.479619,0.027118,-0.142671,-0.279272,0.471524,-0.166551,-0.039665,p
0.312139,-0.203857,-0.138943,-0.035357,-0.14723,-0.193084,-0.087841,0.006657,0.124027,-0.083974,-0.211592,-0.356336,-0.278992,0.127342,-0.483402,-0.194742,-0.381197,-0.118226,-0.227337,-0.054141,p
-0.107605,0.060249,0.31414,-0.035868,0.372749,0.28132,0.31414,-0.203957,-0.225759,-0.071268,0.246155,0.365716,-0.134799,0.108074,-0.410258,-0.165275,0.034462,-0.100337,-0.192938,-0.045949,p
0.206831,-0.135081,0.245269,0.00842,-0.120621,-0.127942,-0.058206,0.168027,-0.176264,0.710181,-0.140206,-0.236117,-0.105246,0.08438,0.024527,0.188527,0.307501,-0.07834,0.221474,-0.035875,p
0.328964,0.074817,-0.146433,-0.044541,-0.062008,-0.203492,0.390099,0.267247,0.130712,-0.0885,0.305675,0.177873,-0.013974,0.134206,0.03901,-0.205239,0.489079,-0.124599,0.352253,-0.057059,p
0.28447,-0.24847,-0.126627,-0.02593,-0.051104,-0.175968,-0.080054,-0.443068,0.113033,-0.07653,-0.192835,-0.324749,-0.078544,0.116054,0.033734,-0.177479,0.037006,0.586561,-0.207185,-0.049342,p
-0.119795,-0.149287,-0.131278,0.012006,-0.171993,0.147721,0.349727,-0.459344,0.485443,-0.079341,-0.199919,-0.336678,-0.012528,0.120317,0.034973,-0.183998,0.038366,-0.111704,0.315799,-0.051154,p
0.125699,-0.183311,0.501299,-0.057238,-0.120836,0.211743,-0.118965,-0.325471,0.167973,-0.113728,-0.286564,0.228578,0.014927,0.172462,0.05013,-0.263743,0.054993,-0.160117,0.452666,-0.073324,p
0.268328,0.061027,0.318195,-0.024458,-0.055565,-0.165984,0.318195,0.217987,0.441673,0.425051,0.033244,-0.306322,0.218224,0.109468,0.031819,0.244582,0.034906,-0.101632,-0.195428,-0.046542,p
-0.126798,-0.203871,-0.138952,-0.028453,-0.166853,-0.193097,-0.087847,-0.486195,-0.266026,-0.083979,-0.461333,0.168787,-0.328734,0.12735,0.037017,-0.194754,0.040608,-0.118234,0.334259,-0.054144,p
-0.079532,-0.214857,-0.087156,-0.017847,-0.171019,-0.121117,0.088368,0.004176,0.322285,0.672293,0.024258,-0.22352,-0.114879,-0.410653,0.023218,-0.122156,-0.239115,-0.07416,-0.142602,-0.033961,p
-0.319827,-0.061663,0.342854,-0.03275,-0.201363,-0.178847,-0.294241,0.234881,-0.246395,-0.077782,0.268655,-0.087249,-0.327503,0.117952,-0.447758,-0.180382,0.037612,-0.109509,-0.210574,-0.050149,p
-0.176651,-0.092751,-0.193585,-0.068505,0.353687,-0.025593,-0.122386,-0.334829,0.172802,-0.116998,-0.294803,0.23515,-0.187812,0.177421,0.051571,0.396406,0.056575,-0.16472,0.465681,-0.075433,p
-0.123057,0.335121,-0.134853,-0.007775,-0.094906,-0.1874,0.13673,0.006461,0.120376,-0.081502,-0.447722,0.163807,-0.083646,0.123593,0.035925,0.27614,0.03941,0.624666,-0.220644,-0.052547,p
0.272779,0.362096,-0.121423,-0.036934,0.453827,-0.016053,0.323472,0.221603,0.108387,-0.073385,-0.18491,0.147494,0.200601,0.111284,0.032347,-0.170185,0.405547,-0.103318,0.292091,-0.047314,p
-0.326334,-0.192667,-0.131317,-0.033417,-0.064222,-0.182486,-0.083019,-0.227128,-0.621339,-0.079364,-0.435982,0.159512,0.148025,0.120352,0.034983,-0.184052,0.038377,-0.111737,-0.214858,-0.051169,p
-0.113983,-0.307928,-0.12491,-0.01341,-0.247833,-0.173582,-0.285579,0.005985,0.461892,-0.075492,-0.41471,-0.08468,-0.295512,0.11448,0.033276,-0.175072,-0.342694,-0.106285,-0.204375,-0.048673,p
-0.333507,0.002134,0.35752,-0.047491,-0.157682,-0.186497,0.35752,0.244928,0.496259,-0.081109,0.037353,0.163018,-0.130201,0.122998,0.035752,0.27481,0.03922,-0.114193,0.322835,-0.052294,p
-0.322922,0.066393,-0.129944,0.011884,0.302255,-0.180578,-0.082151,-0.224754,0.480509,-0.078535,-0.197887,0.157845,-0.330673,-0.247229,0.034617,-0.182128,-0.356506,-0.110569,-0.212612,-0.050634,p
-0.417139,-0.246279,0.447173,-0.059401,-0.13582,-0.233264,-0.10612,0.306347,0.149836,-0.101448,-0.255623,-0.113795,-0.162851,0.153841,0.044717,0.343722,0.049056,-0.142828,-0.274644,-0.065407,p
0.306123,0.338632,-0.136266,0.012462,0.398231,0.495757,0.363014,0.006529,0.121637,-0.082355,-0.207514,-0.092379,0.034676,0.124888,0.036301,0.279033,0.039823,-0.115948,-0.222955,-0.053098,p
0.234819,0.467559,0.278458,-0.031794,-0.038236,0.380282,0.278458,0.190764,0.093304,-0.063172,0.029093,0.126968,0.044886,0.095798,0.027846,0.214038,0.030547,0.484184,0.251443,-0.04073,p
-0.330648,-0.129614,0.111098,-0.033858,0.034916,-0.184898,0.354454,-0.465552,-0.254731,-0.080413,0.277744,-0.090201,-0.198653,0.121943,0.035445,0.272454,-0.365035,-0.113214,-0.217698,-0.051846,p
-0.0979,0.479902,-0.107285,-0.021969,0.053536,0.390321,0.108778,0.1958,0.095767,-0.06484,-0.356194,0.13032,0.102166,0.098327,0.028581,0.219689,0.031354,0.496965,0.258081,-0.041805,p
-0.086983,-0.045671,-0.095321,-0.019519,-0.161458,-0.132464,-0.060263,0.173966,0.352479,0.735279,-0.145161,-0.244461,-0.175671,0.087362,0.025394,-0.133601,-0.261517,-0.081108,-0.155963,-0.037143,p
0.362007,-0.236426,-0.161141,-0.032997,-0.022041,-0.223932,-0.101875,-0.278713,0.143842,-0.09739,0.336378,0.19574,0.464522,0.147686,0.042928,-0.225854,0.047093,-0.137114,0.387636,-0.062791,p
0.410594,0.183859,0.15261,0.016714,0.237636,-0.253987,0.185312,0.008757,0.163147,-0.110461,0.381525,0.222011,-0.304857,0.167508,0.04869,0.374258,0.053414,-0.155517,-0.299043,-0.071218,p
-0.269427,-0.159069,-0.108417,-0.006251,-0.158207,0.394441,-0.068542,0.197867,-0.207566,-0.065525,0.226318,-0.0735,-0.237095,-0.510833,-0.377197,-0.151957,0.031685,-0.092252,0.260805,-0.042246,p
0.264558,-0.211646,-0.117763,-0.035821,-0.035118,-0.015569,-0.074451,-0.412054,0.105121,0.419078,-0.179337,-0.302017,-0.073046,0.10793,0.031372,-0.165056,0.034416,0.545504,-0.192682,-0.045888,p
-0.225893,-0.224086,0.242157,-0.023131,-0.089634,-0.126319,-0.356007,0.165896,0.081141,-0.054937,0.18975,0.281914,0.007211,0.083309,0.365043,0.498772,0.3036,-0.077346,0.218664,-0.03542,p
0.329143,0.074858,0.390311,-0.044565,0.079519,0.533037,0.148551,0.00702,0.130783,-0.088548,0.305841,-0.099325,0.190786,0.134279,0.039031,0.300015,0.042818,-0.124667,0.352445,-0.05709,p
0.298039,0.067784,0.110776,0.012133,0.055388,-0.184362,-0.083873,-0.464202,0.118424,-0.08018,-0.202034,0.411452,-0.08229,0.121589,0.532778,-0.185945,0.038771,-0.112886,-0.217067,-0.051695,p
0.305681,0.069522,-0.136068,-0.048151,-0.167448,0.324617,0.137962,0.248332,-0.260505,-0.082236,0.037872,0.165284,-0.03679,0.124707,0.036249,-0.190712,0.039766,0.630297,0.327322,-0.053021,p
0.170555,-0.136444,0.202251,-0.01932,-0.064298,0.276209,-0.047997,-0.131312,0.280737,-0.045884,-0.25206,0.092221,-0.126634,0.069581,0.020225,0.155462,0.022187,-0.0646,-0.124219,0.769763,p
0.281396,0.063999,-0.125259,-0.038101,-0.052295,-0.174067,-0.286376,0.228603,-0.239809,-0.075703,-0.415868,0.388476,-0.143188,0.1148,0.033369,-0.175561,0.418358,-0.106582,0.301318,-0.048808,p
-0.119103,-0.321758,-0.13052,-0.026727,-0.202656,-0.181378,0.347707,0.238205,0.116508,-0.078883,0.272457,0.158544,-0.172037,0.119621,0.034771,-0.182935,0.038144,0.604595,-0.213554,-0.050859,p
-0.088617,0.434396,0.081087,0.008881,0.233609,0.353309,-0.061395,0.177234,0.086686,-0.058692,0.202718,0.301181,0.041702,0.089003,0.389991,-0.136111,0.028381,0.449841,0.233609,-0.037841,p
-0.120139,0.197352,-0.61509,0.01204,0.087945,-0.182957,-0.083233,-0.227714,-0.252056,-0.079569,-0.437107,0.159923,-0.173534,0.120662,0.035073,0.269593,0.038476,-0.112025,-0.215412,-0.051301,p
0.182631,0.08178,-0.081295,-0.008728,0.109902,0.295766,0.216572,0.148368,0.072568,-0.049133,0.169702,-0.055113,0.176167,0.074507,0.021657,0.725677,0.023758,0.376576,0.195561,-0.031678,p
0.076693,-0.055009,-0.3264,-0.02351,-0.147679,0.417701,0.116408,0.209535,0.102485,-0.069389,0.239664,0.139462,0.269337,-0.540957,0.030586,-0.160918,-0.314988,-0.097692,-0.187851,-0.044737,p
0.107931,0.024547,0.127989,0.864403,0.103155,-0.066764,-0.188163,0.087682,0.042886,0.17097,-0.073164,0.149002,-0.071731,-0.226369,0.012799,0.09838,0.160464,-0.04088,0.115572,-0.018721,p
0.089098,-0.195698,-0.133383,-0.027313,-0.185357,-0.185357,-0.084325,0.006391,0.493224,-0.080613,0.278433,-0.342074,-0.291691,0.122245,-0.464054,-0.186948,0.038981,-0.113494,-0.218238,-0.051974,p
-0.233075,-0.137607,-0.093789,-0.023867,-0.169305,-0.130335,-0.059294,-0.16222,0.08372,0.723464,0.026104,-0.063583,0.040275,0.085958,0.024986,-0.131454,-0.257314,0.434451,-0.153456,-0.036546,p
0.335209,0.22367,0.397504,-0.030554,0.281813,-0.207355,0.151289,0.007149,0.133193,0.530994,-0.22723,0.18125,0.064075,0.136753,0.03975,-0.209135,0.043607,-0.126964,-0.244139,-0.058142,p
0.168079,-0.134464,0.199315,-0.026476,-0.107541,-0.103971,0.199315,0.003585,0.066786,-0.045218,0.15618,-0.191878,-0.046408,0.06857,0.019932,0.153205,-0.205265,0.346571,-0.122415,0.758589,p
0.215529,0.238416,0.255582,-0.029182,0.48637,0.349042,0.255582,-0.165938,0.085639,-0.057983,0.20027,0.297544,0.108146,0.087928,0.385281,0.196455,0.028038,-0.081634,-0.156973,-0.037384,p
0.213745,-0.264817,0.253468,-0.03367,-0.121627,-0.132219,0.096469,-0.164565,0.084931,-0.057503,-0.315889,-0.24401,0.107251,0.0872,0.025347,0.522068,-0.261034,0.440731,-0.155675,-0.037074,p
0.19117,-0.124853,0.226697,-0.004906,-0.031298,-0.118255,0.226697,-0.147184,-0.162918,-0.05143,0.177636,0.263916,0.319745,-0.40095,0.341738,0.466929,-0.233464,-0.072408,-0.139233,-0.033159,p
0.23737,-0.260477,-0.105661,-0.016595,-0.143892,0.118895,-0.0668,-0.369709,-0.499947,-0.063859,0.220565,-0.27098,0.489444,0.096838,0.028148,-0.148094,0.030879,-0.089906,-0.172881,-0.041172,p
0.256588,-0.167577,-0.114216,-0.023388,-0.105133,-0.158721,0.115805,0.208449,0.101954,-0.069029,-0.173935,0.138739,-0.090828,0.104679,-0.39737,0.233881,0.381476,0.52907,0.274753,-0.044505,p
-0.26498,-0.156444,-0.106628,-0.021834,-0.162592,-0.148177,-0.067411,-0.184426,0.095181,-0.064443,-0.16238,-0.273459,-0.290418,0.097725,-0.370972,-0.149449,0.356133,0.493922,0.2565,-0.041549,p
-0.351098,0.072186,-0.401656,-0.049996,-0.094094,-0.018678,0.143248,-0.244364,0.126114,-0.085387,0.039323,0.171616,-0.087634,-0.665681,0.037638,-0.198019,0.041289,-0.120216,-0.231163,-0.055052,p
-0.451566,-0.087062,-0.18171,-0.04624,-0.078392,0.433504,-0.114878,0.33163,0.162203,-0.109821,-0.27672,0.220726,-0.239511,0.166538,0.048408,-0.254683,0.053104,-0.154616,-0.297311,-0.070806,p
0.339054,-0.147024,0.402065,-0.030905,-0.192631,-0.209734,-0.095415,0.275444,-0.288946,-0.091215,-0.229837,0.183329,0.196532,0.138322,0.040206,-0.211534,-0.414067,-0.128421,-0.24694,-0.058809,p
0.211779,0.607224,-0.09427,-0.03336,0.470411,-0.131003,0.251136,-0.163051,0.084149,-0.056974,0.196786,-0.063908,0.106264,0.086398,0.025114,-0.132128,0.314857,-0.080214,0.226772,-0.036733,p
-0.086061,0.607487,0.078748,-0.019312,0.275619,0.343118,-0.059624,-0.329993,0.084186,-0.056999,-0.313118,-0.24187,-0.140809,0.086436,0.025124,-0.132185,-0.258744,-0.080248,-0.154309,-0.036749,p
0.268038,0.296502,0.31785,-0.036292,0.21609,-0.165804,0.31785,-0.206365,0.106503,-0.072109,-0.181696,-0.080886,-0.011386,0.10935,0.031785,0.244317,0.034869,0.552679,0.287014,-0.046491,p
0.252491,-0.164901,0.299415,-0.028601,-0.105689,-0.156187,0.299415,0.205121,0.100326,-0.067927,0.234616,-0.288242,0.146356,0.103008,0.029941,0.616705,0.032846,-0.095634,0.270367,-0.043795,p
-0.120876,0.002107,0.110605,-0.046876,-0.085587,-0.184079,-0.083744,-0.463489,-0.626763,-0.080057,0.276513,-0.089801,0.265979,0.121402,0.035288,0.271246,0.038712,-0.112712,-0.216734,-0.051616,p
0.269435,0.061279,0.319507,-0.042442,-0.112543,0.286126,0.319507,0.218886,0.107059,-0.072485,0.25036,-0.307585,0.512642,0.10992,0.031951,-0.168099,0.03505,-0.102052,0.28851,-0.046734,p
0.262164,0.059625,-0.116698,-0.023896,-0.14129,-0.162171,0.118322,0.005591,0.10417,-0.070529,-0.387447,0.141754,-0.072385,-0.549849,0.031089,-0.163563,0.034105,0.540569,-0.190939,-0.045473,p
-0.12739,0.346922,-0.139601,-0.008049,0.043296,0.507894,-0.088257,-0.241458,0.51622,-0.084371,-0.212594,0.169576,-0.208431,0.127945,0.03719,-0.195664,0.040798,-0.118786,-0.228414,-0.054397,p
0.282321,0.312303,0.334788,-0.025734,0.557148,-0.17464,-0.07945,-0.217363,-0.240598,-0.075952,-0.191379,0.152653,-0.099937,-0.239099,0.033479,0.257337,0.036727,-0.106932,-0.20562,-0.048969,p
-0.140399,0.078611,-0.153858,-0.031506,-0.141317,-0.21381,0.409879,0.280798,-0.294562,-0.092988,0.321174,0.186893,-0.419056,0.141011,0.040988,-0.215645,0.044964,-0.130917,0.370115,-0.059952,p
0.075887,0.058044,-0.113604,-0.028909,-0.030264,-0.157872,0.302644,0.005443,-0.537531,-0.068659,0.237146,0.352331,0.307161,0.104118,0.456224,-0.159227,0.0332,-0.096665,-0.185877,-0.044267,p
-0.269767,-0.159271,-0.108554,-0.027624,-0.153659,0.394939,0.28919,-0.187758,-0.513637,-0.065607,0.226604,-0.073592,0.25466,0.09949,0.028919,-0.152149,-0.297823,-0.092368,0.261135,-0.042299,p
0.261339,0.00185,-0.11633,0.010639,-0.139227,0.277528,0.309906,0.212309,-0.222716,-0.070307,0.242837,-0.298343,0.009228,-0.548118,0.030991,-0.163048,-0.319157,-0.098985,-0.190338,-0.04533,p
-0.327899,-0.193592,-0.131947,-0.046693,0.035413,0.314784,-0.083418,-0.461682,0.117781,-0.079745,0.036725,-0.089451,-0.104928,0.120929,0.035151,-0.184935,0.038561,0.611205,-0.215889,-0.051415,p
0.210532,-0.044901,0.249658,-0.01919,-0.14346,-0.130232,-0.367034,0.171034,-0.179418,-0.056639,0.195627,0.113836,0.482547,0.08589,0.024966,0.191901,-0.542167,-0.079741,-0.153335,-0.036517,p
-0.100059,0.326989,0.091557,-0.006322,0.656159,-0.014497,0.111176,-0.189654,0.097879,-0.06627,0.030519,0.340069,-0.068014,0.100495,-0.381488,-0.153685,0.032045,-0.093301,0.263771,-0.042727,p
0.072986,0.380134,0.291074,-0.033235,0.117298,-0.151836,0.291074,0.199407,0.097531,-0.066035,0.22808,0.338862,0.390995,0.100138,0.438783,-0.15314,0.031931,-0.09297,-0.178771,-0.042575,p
-0.155989,-0.250806,-0.170942,-0.051996,-0.149532,0.621918,-0.108071,0.311978,0.152591,-0.103313,-0.260322,0.207646,-0.165845,0.156669,0.045539,-0.239591,0.049957,-0.145454,-0.279693,-0.06661,p
-0.142094,-0.25416,0.414828,-0.055104,-0.213915,0.371488,-0.098444,0.284188,-0.298119,-0.09411,0.325052,0.189149,0.121353,0.142713,0.041483,0.318861,0.045507,-0.132497,-0.254779,-0.060676,p
-0.08438,-0.211408,-0.092468,-0.018935,-0.0614,-0.1285,-0.211408,-0.323547,-0.177032,0.713274,-0.307002,-0.237145,0.152766,0.084747,0.024634,-0.129603,0.027024,-0.078681,-0.151295,-0.036031,p
0.339489,0.226526,0.402579,-0.030945,0.266183,-0.210002,0.153221,0.275797,-0.289316,-0.091331,-0.230131,0.183564,-0.278501,0.138499,0.040258,0.309445,0.044164,-0.128585,-0.247256,-0.058885,p
-0.360672,-0.212941,-0.145134,-0.008368,-0.253047,-0.201688,-0.331818,0.264877,-0.277862,-0.087715,0.302964,-0.098391,0.441462,0.133016,0.038664,-0.203419,0.042415,-0.123494,-0.237466,-0.056553,m
0.233538,-0.049808,-0.103956,-0.026454,-0.127309,-0.144463,-0.237672,0.189724,0.384408,0.369941,-0.345141,-0.070475,0.13537,0.095275,0.027694,-0.145703,-0.285206,0.481544,-0.17009,-0.040508,m
-0.339919,0.611853,-0.136783,-0.021483,-0.021211,-0.190082,-0.086475,0.006554,0.122099,-0.082668,0.285532,0.166152,0.440534,0.125362,0.036439,-0.191714,0.039974,-0.116388,-0.223802,-0.053299,m
-0.134085,0.075076,-0.146938,-0.051998,-0.209453,-0.204194,-0.335942,0.268169,0.131163,-0.088806,-0.223767,-0.376839,-0.321336,-0.279562,0.039145,-0.205947,-0.40313,-0.125029,-0.240418,-0.057256,m
-0.372372,0.372372,-0.149843,-0.053026,-0.150736,-0.208231,-0.342583,0.27347,-0.286876,-0.090561,0.312793,0.182016,-0.040514,0.137331,0.039918,-0.210018,0.043791,-0.1275,0.360457,-0.058388,m
-0.284198,0.058431,-0.114361,-0.029102,-0.073437,-0.015119,-0.447896,-0.400151,-0.541113,-0.069117,-0.379689,-0.077529,-0.050928,0.104812,0.030466,-0.160288,0.033422,-0.097309,-0.187116,-0.044562,m
